epoch,train_loss,val_loss,test_accuracy
1,0.30361116387934056,0.22005815682932733,87.734375
2,0.19865618365561977,0.32441039821133016,87.734375
3,0.18537284213838712,0.22498302245512605,87.734375
4,0.16201002958388824,0.2174981663003564,87.734375
5,0.1521856862480559,0.26604588869959117,87.734375
