epoch,train_loss,val_loss,test_accuracy
1,0.3714860488350193,0.18259672122076154,86.40625
2,0.1908496764022857,0.20275898333638906,86.40625
3,0.18490435068185132,0.19509812043979763,86.40625
4,0.17197171637477973,0.20883749127388002,86.40625
5,0.17676501837559044,0.28404152439907193,86.40625
