epoch,train_loss,val_loss,test_accuracy
1,0.29846186723234586,0.222897635307163,87.109375
2,0.19596673859265243,0.36489775814116,87.109375
3,0.1692297564005678,0.2519413542933762,87.109375
4,0.15912505638903207,0.3131717018783092,87.109375
5,0.14246172373481455,0.24092729659751058,87.109375
