model,epoch,train_loss,val_loss,test_accuracy
A0_B0_C0_D0,1,0.39117880867173277,0.1960581185296178,86.71875
A0_B0_C0_D0,2,0.1959196412935853,0.18173847254365683,86.71875
A0_B0_C0_D0,3,0.17857430488996517,0.19932163311168552,86.71875
A0_B0_C0_D0,4,0.16780667593702675,0.20048423074185848,86.71875
A0_B0_C0_D0,5,0.16692284264912208,0.27868778817355633,86.71875
A0_B0_C0_D0,6,0.1859699737901489,0.3635995103046298,86.71875
A0_B0_C0_D0,7,0.21261431683475773,0.28251645658165214,86.71875
A0_B0_C0_D0,8,0.18473316671637197,0.26204738123342397,86.71875
A0_B0_C0_D0,9,0.16038984912447632,0.24213573248125614,86.71875
A0_B0_C0_D0,10,0.15197280530507365,0.2309275502804667,86.71875
A0_B0_C0_D0,11,0.14542429133628806,0.3249864213168621,86.71875
A0_B0_C0_D0,12,0.14902698879983897,0.3510437554679811,86.71875
A0_B0_C0_D0,13,0.1458448906429112,0.2831916693598032,86.71875
A0_B0_C0_D0,14,0.14362380510816972,0.3346273651346564,86.71875
A0_B0_C0_D0,15,0.14506067373634626,0.36242262590676544,86.71875
A0_B0_C0_D0,16,0.14714514110431384,0.39592436971142886,86.71875
A0_B0_C0_D0,17,0.15022374622834225,2.1124088257551192,86.71875
A0_B0_C0_D0,18,0.2597303817824771,0.27869657091796396,86.71875
A0_B0_C0_D0,19,0.17008715560659765,0.4122357482090592,86.71875
A0_B0_C0_D0,20,0.16633625170215965,0.30075157824903725,86.71875
A4_B70_C2_D3,1,0.3053258923356825,0.21623113742098213,83.984375
A4_B70_C2_D3,2,0.2077927745386677,0.20928355073556304,83.984375
A4_B70_C2_D3,3,0.18133433956020284,0.22117024189792572,83.984375
A4_B70_C2_D3,4,0.17844479180661574,0.24819996068254113,83.984375
A4_B70_C2_D3,5,0.14710095870695164,0.24343557162210344,83.984375
A4_B70_C2_D3,6,0.12797138707202702,0.23887646161019802,83.984375
A4_B70_C2_D3,7,0.12759586270055118,0.34932274781167505,83.984375
A4_B70_C2_D3,8,0.10223394804282711,0.30683275163173673,83.984375
A4_B70_C2_D3,9,0.10018707699414764,0.3063686277717352,83.984375
A4_B70_C2_D3,10,0.07975535633916668,0.35150851383805276,83.984375
A4_B70_C2_D3,11,0.08341365904936607,0.2870809416286647,83.984375
A4_B70_C2_D3,12,0.08203570105043187,0.3031980711966753,83.984375
A4_B70_C2_D3,13,0.06967914314871382,0.42688964046537875,83.984375
A4_B70_C2_D3,14,0.06688180671667654,0.36895712856203317,83.984375
A4_B70_C2_D3,15,0.06967295794176676,0.2609872347675264,83.984375
A4_B70_C2_D3,16,0.0500142442168479,0.3163488918915391,83.984375
A4_B70_C2_D3,17,0.06887420978721666,0.4215391524136066,83.984375
A4_B70_C2_D3,18,0.05934421064586855,0.39786303620785474,83.984375
A4_B70_C2_D3,19,0.06497659009298143,0.4346073171123862,83.984375
A4_B70_C2_D3,20,0.04919369811783018,0.38299257792532443,83.984375
