epoch,train_loss,val_loss,test_accuracy
1,0.30526524310810244,0.2645762332715094,86.71875
2,0.20335345587762738,0.20433252304792404,86.71875
3,0.16741205679080573,0.29829485369846226,86.71875
4,0.16476361589574065,0.24578112084418535,86.71875
5,0.14486716374985953,0.3001810892485082,86.71875
