epoch,train_loss,val_loss,test_accuracy
1,0.31909667242900197,0.22505306527018548,86.484375
2,0.20447914695718905,0.32586061153560875,86.484375
3,0.18822512573330274,0.44771507047116754,86.484375
4,0.17571708819631374,0.25756764635443685,86.484375
5,0.16521760877134986,0.24703723341226577,86.484375
